-------------------------------------------------------------------------------
Unless stated otherwise, all data in the OATH Dataset is licensed under a
snkq 28/Feb/2008 02:36:48.0,images/scaled_cropped/00379.png
snkq 28/Feb/2008 02:37:06.0,images/scaled_cropped/00380.png
snkq 28/Feb/2008 02:38:09.0,images/scaled_cropped/00381.png
snkq 28/Feb/2008 02:38:45.0,images/scaled_cropped/00382.png
snkq 28/Feb/2008 02:38:57.0,images/scaled_cropped/00383.png
snkq 28/Feb/2008 02:39:12.0,images/scaled_cropped/00384.png
snkq 28/Feb/2008 02:39:18.0,images/scaled_cropped/00385.png
snkq 28/Feb/2008 02:40:15.0,images/scaled_cropped/00386.png
snkq 28/Feb/2008 02:41:24.0,images/scaled_cropped/00387.png
snkq 28/Feb/2008 02:42:03.0,images/scaled_cropped/00388.png
snkq 28/Feb/2008 02:43:00.0,images/scaled_cropped/00389.png
snkq 28/Feb/2008 02:43:24.0,images/scaled_cropped/00390.png
snkq 28/Feb/2008 02:43:48.0,images/scaled_cropped/00391.png
snkq 28/Feb/2008 02:43:51.0,images/scaled_cropped/00392.png
snkq 28/Feb/2008 02:47:00.0,images/scaled_cropped/00393.png
snkq 28/Feb/2008 02:47:12.0,images/scaled_cropped/00394.png
snkq 28/Feb/2008 02:47:18.0,images/scaled_cropped/00395.png
snkq 28/Feb/2008 02:48:12.0,images/scaled_cropped/00396.png
snkq 28/Feb/2008 02:49:12.0,images/scaled_cropped/00397.png
snkq 28/Feb/2008 02:50:00.0,images/scaled_cropped/00398.png
snkq 28/Feb/2008 02:50:12.0,images/scaled_cropped/00399.png
snkq 28/Feb/2008 02:50:42.0,images/scaled_cropped/00400.png
snkq 28/Feb/2008 02:50:54.0,images/scaled_cropped/00401.png
snkq 28/Feb/2008 02:51:09.0,images/scaled_cropped/00402.png
snkq 28/Feb/2008 02:51:24.0,images/scaled_cropped/00403.png
snkq 28/Feb/2008 02:51:54.0,images/scaled_cropped/00404.png
snkq 28/Feb/2008 02:52:06.0,images/scaled_cropped/00405.png
snkq 28/Feb/2008 02:52:21.0,images/scaled_cropped/00406.png
snkq 28/Feb/2008 02:54:24.0,images/scaled_cropped/00407.png
snkq 28/Feb/2008 02:56:48.0,images/scaled_cropped/00408.png
snkq 28/Feb/2008 02:57:42.0,images/scaled_cropped/00409.png
snkq 28/Feb/2008 02:57:45.0,images/scaled_cropped/00410.png
snkq 28/Feb/2008 02:57:57.0,images/scaled_cropped/00411.png
snkq 28/Feb/2008 02:58:12.0,images/scaled_cropped/00412.png
snkq 28/Feb/2008 02:58:42.0,images/scaled_cropped/00413.png
snkq 28/Feb/2008 02:59:09.0,images/scaled_cropped/00414.png
snkq 28/Feb/2008 03:01:09.0,images/scaled_cropped/00415.png
snkq 28/Feb/2008 03:01:12.0,images/scaled_cropped/00416.png
snkq 28/Feb/2008 03:02:18.0,images/scaled_cropped/00417.png
snkq 28/Feb/2008 03:02:24.0,images/scaled_cropped/00418.png
snkq 28/Feb/2008 03:04:03.0,images/scaled_cropped/00419.png
snkq 28/Feb/2008 03:04:51.0,images/scaled_cropped/00420.png
snkq 28/Feb/2008 03:06:33.0,images/scaled_cropped/00421.png
snkq 28/Feb/2008 03:07:33.0,images/scaled_cropped/00422.png
snkq 28/Feb/2008 03:08:09.0,images/scaled_cropped/00423.png
snkq 28/Feb/2008 03:11:03.0,images/scaled_cropped/00424.png
snkq 28/Feb/2008 03:11:51.0,images/scaled_cropped/00425.png
snkq 28/Feb/2008 03:12:15.0,images/scaled_cropped/00426.png
snkq 28/Feb/2008 03:12:33.0,images/scaled_cropped/00427.png
snkq 28/Feb/2008 03:12:42.0,images/scaled_cropped/00428.png
snkq 28/Feb/2008 03:12:48.0,images/scaled_cropped/00429.png
snkq 28/Feb/2008 03:14:03.0,images/scaled_cropped/00430.png
snkq 28/Feb/2008 03:14:45.0,images/scaled_cropped/00431.png
snkq 28/Feb/2008 03:14:54.0,images/scaled_cropped/00432.png
snkq 28/Feb/2008 03:15:36.0,images/scaled_cropped/00433.png
snkq 28/Feb/2008 03:15:45.0,images/scaled_cropped/00434.png
snkq 28/Feb/2008 03:18:12.0,images/scaled_cropped/00435.png
snkq 28/Feb/2008 03:19:57.0,images/scaled_cropped/00436.png
snkq 28/Feb/2008 03:22:06.0,images/scaled_cropped/00437.png
snkq 28/Feb/2008 03:23:03.0,images/scaled_cropped/00438.png
snkq 28/Feb/2008 03:24:36.0,images/scaled_cropped/00439.png
snkq 28/Feb/2008 03:25:45.0,images/scaled_cropped/00440.png
snkq 28/Feb/2008 03:25:48.0,images/scaled_cropped/00441.png
snkq 28/Feb/2008 03:30:09.0,images/scaled_cropped/00442.png
snkq 28/Feb/2008 03:33:03.0,images/scaled_cropped/00443.png
snkq 28/Feb/2008 03:33:12.0,images/scaled_cropped/00444.png
snkq 28/Feb/2008 03:36:54.0,images/scaled_cropped/00445.png
snkq 28/Feb/2008 03:37:54.0,images/scaled_cropped/00446.png
snkq 28/Feb/2008 03:38:48.0,images/scaled_cropped/00447.png
snkq 28/Feb/2008 03:42:00.0,images/scaled_cropped/00448.png
snkq 28/Feb/2008 03:42:03.0,images/scaled_cropped/00449.png
snkq 28/Feb/2008 03:42:15.0,images/scaled_cropped/00450.png
snkq 28/Feb/2008 03:44:18.0,images/scaled_cropped/00451.png
snkq 28/Feb/2008 03:45:30.0,images/scaled_cropped/00452.png
snkq 28/Feb/2008 03:49:21.0,images/scaled_cropped/00453.png
snkq 28/Feb/2008 03:49:57.0,images/scaled_cropped/00454.png
snkq 28/Feb/2008 03:50:42.0,images/scaled_cropped/00455.png
snkq 28/Feb/2008 03:51:27.0,images/scaled_cropped/00456.png
snkq 28/Feb/2008 03:51:54.0,images/scaled_cropped/00457.png
snkq 28/Feb/2008 03:52:09.0,images/scaled_cropped/00458.png
snkq 28/Feb/2008 03:54:09.0,images/scaled_cropped/00459.png
snkq 28/Feb/2008 03:54:21.0,images/scaled_cropped/00460.png
snkq 28/Feb/2008 03:54:57.0,images/scaled_cropped/00461.png
snkq 28/Feb/2008 03:55:45.0,images/scaled_cropped/00462.png
snkq 28/Feb/2008 03:56:21.0,images/scaled_cropped/00463.png
snkq 28/Feb/2008 03:57:09.0,images/scaled_cropped/00464.png
snkq 28/Feb/2008 03:58:18.0,images/scaled_cropped/00465.png
snkq 28/Feb/2008 03:58:36.0,images/scaled_cropped/00466.png
snkq 28/Feb/2008 03:59:03.0,images/scaled_cropped/00467.png
snkq 28/Feb/2008 03:59:24.0,images/scaled_cropped/00468.png
inuv 02/Jan/2016 10:00:06.0,images/scaled_cropped/00469.png
inuv 02/Jan/2016 10:01:00.0,images/scaled_cropped/00470.png
inuv 02/Jan/2016 10:01:12.0,images/scaled_cropped/00471.png
inuv 02/Jan/2016 10:05:57.0,images/scaled_cropped/00472.png
inuv 02/Jan/2016 10:06:30.0,images/scaled_cropped/00473.png
inuv 02/Jan/2016 10:09:06.0,images/scaled_cropped/00474.png
inuv 02/Jan/2016 10:09:15.0,images/scaled_cropped/00475.png
inuv 02/Jan/2016 10:11:54.0,images/scaled_cropped/00476.png
inuv 02/Jan/2016 10:12:03.0,images/scaled_cropped/00477.png
inuv 02/Jan/2016 10:12:09.0,images/scaled_cropped/00478.png
inuv 02/Jan/2016 10:12:21.0,images/scaled_cropped/00479.png
inuv 02/Jan/2016 10:12:27.0,images/scaled_cropped/00480.png
inuv 02/Jan/2016 10:13:33.0,images/scaled_cropped/00481.png
inuv 02/Jan/2016 10:13:45.0,images/scaled_cropped/00482.png
inuv 02/Jan/2016 10:14:18.0,images/scaled_cropped/00483.png
inuv 02/Jan/2016 10:14:33.0,images/scaled_cropped/00484.png
inuv 02/Jan/2016 10:15:12.0,images/scaled_cropped/00485.png
inuv 02/Jan/2016 10:15:51.0,images/scaled_cropped/00486.png
inuv 02/Jan/2016 10:16:30.0,images/scaled_cropped/00487.png
inuv 02/Jan/2016 10:18:24.0,images/scaled_cropped/00488.png
inuv 02/Jan/2016 10:19:18.0,images/scaled_cropped/00489.png
inuv 02/Jan/2016 10:19:42.0,images/scaled_cropped/00490.png
inuv 02/Jan/2016 10:21:30.0,images/scaled_cropped/00491.png
inuv 02/Jan/2016 10:22:57.0,images/scaled_cropped/00492.png
inuv 02/Jan/2016 10:23:00.0,images/scaled_cropped/00493.png
inuv 02/Jan/2016 10:23:48.0,images/scaled_cropped/00494.png
inuv 02/Jan/2016 10:24:45.0,images/scaled_cropped/00495.png
inuv 02/Jan/2016 10:24:48.0,images/scaled_cropped/00496.png
inuv 02/Jan/2016 10:24:51.0,images/scaled_cropped/00497.png
inuv 02/Jan/2016 10:25:30.0,images/scaled_cropped/00498.png
inuv 02/Jan/2016 10:26:00.0,images/scaled_cropped/00499.png
inuv 02/Jan/2016 10:26:45.0,images/scaled_cropped/00500.png
inuv 02/Jan/2016 10:28:39.0,images/scaled_cropped/00501.png
inuv 02/Jan/2016 10:28:51.0,images/scaled_cropped/00502.png
inuv 02/Jan/2016 10:28:54.0,images/scaled_cropped/00503.png
inuv 02/Jan/2016 10:29:24.0,images/scaled_cropped/00504.png
inuv 02/Jan/2016 10:29:33.0,images/scaled_cropped/00505.png
inuv 02/Jan/2016 10:29:51.0,images/scaled_cropped/00506.png
inuv 02/Jan/2016 10:30:09.0,images/scaled_cropped/00507.png
inuv 02/Jan/2016 10:30:42.0,images/scaled_cropped/00508.png
inuv 02/Jan/2016 10:32:42.0,images/scaled_cropped/00509.png
inuv 02/Jan/2016 10:33:30.0,images/scaled_cropped/00510.png
inuv 02/Jan/2016 10:36:06.0,images/scaled_cropped/00511.png
inuv 02/Jan/2016 10:36:18.0,images/scaled_cropped/00512.png
inuv 02/Jan/2016 10:38:36.0,images/scaled_cropped/00513.png
inuv 02/Jan/2016 10:39:00.0,images/scaled_cropped/00514.png
inuv 02/Jan/2016 10:39:51.0,images/scaled_cropped/00515.png
inuv 02/Jan/2016 10:39:57.0,images/scaled_cropped/00516.png
inuv 02/Jan/2016 10:40:09.0,images/scaled_cropped/00517.png
inuv 02/Jan/2016 10:40:27.0,images/scaled_cropped/00518.png
inuv 02/Jan/2016 10:40:42.0,images/scaled_cropped/00519.png
inuv 02/Jan/2016 10:41:39.0,images/scaled_cropped/00520.png
inuv 02/Jan/2016 10:44:45.0,images/scaled_cropped/00521.png
inuv 02/Jan/2016 10:45:06.0,images/scaled_cropped/00522.png
inuv 02/Jan/2016 10:45:42.0,images/scaled_cropped/00523.png
inuv 02/Jan/2016 10:46:24.0,images/scaled_cropped/00524.png
inuv 02/Jan/2016 10:46:36.0,images/scaled_cropped/00525.png
inuv 02/Jan/2016 10:48:48.0,images/scaled_cropped/00526.png
inuv 02/Jan/2016 10:50:54.0,images/scaled_cropped/00527.png
inuv 02/Jan/2016 10:51:15.0,images/scaled_cropped/00528.png
inuv 02/Jan/2016 10:52:03.0,images/scaled_cropped/00529.png
inuv 02/Jan/2016 10:53:03.0,images/scaled_cropped/00530.png
inuv 02/Jan/2016 10:53:15.0,images/scaled_cropped/00531.png
inuv 02/Jan/2016 10:54:57.0,images/scaled_cropped/00532.png
inuv 02/Jan/2016 10:56:24.0,images/scaled_cropped/00533.png
inuv 02/Jan/2016 10:56:36.0,images/scaled_cropped/00534.png
inuv 02/Jan/2016 10:56:39.0,images/scaled_cropped/00535.png
inuv 02/Jan/2016 10:56:57.0,images/scaled_cropped/00536.png
inuv 02/Jan/2016 10:57:30.0,images/scaled_cropped/00537.png
inuv 02/Jan/2016 10:58:06.0,images/scaled_cropped/00538.png
inuv 02/Jan/2016 10:59:51.0,images/scaled_cropped/00539.png
inuv 05/Feb/2008 09:01:00.0,images/scaled_cropped/00540.png
inuv 05/Feb/2008 09:05:57.0,images/scaled_cropped/00541.png
inuv 05/Feb/2008 09:06:30.0,images/scaled_cropped/00542.png
inuv 05/Feb/2008 09:09:15.0,images/scaled_cropped/00543.png
inuv 05/Feb/2008 09:12:09.0,images/scaled_cropped/00544.png
inuv 05/Feb/2008 09:12:27.0,images/scaled_cropped/00545.png
inuv 05/Feb/2008 09:13:45.0,images/scaled_cropped/00546.png
inuv 05/Feb/2008 09:14:18.0,images/scaled_cropped/00547.png
inuv 05/Feb/2008 09:15:12.0,images/scaled_cropped/00548.png
inuv 05/Feb/2008 09:19:42.0,images/scaled_cropped/00549.png
inuv 05/Feb/2008 09:23:48.0,images/scaled_cropped/00550.png
inuv 05/Feb/2008 09:24:48.0,images/scaled_cropped/00551.png
inuv 05/Feb/2008 09:25:30.0,images/scaled_cropped/00552.png
inuv 05/Feb/2008 09:26:00.0,images/scaled_cropped/00553.png
inuv 05/Feb/2008 09:26:45.0,images/scaled_cropped/00554.png
inuv 05/Feb/2008 09:32:42.0,images/scaled_cropped/00555.png
inuv 05/Feb/2008 09:33:30.0,images/scaled_cropped/00556.png
inuv 05/Feb/2008 09:36:06.0,images/scaled_cropped/00557.png
inuv 05/Feb/2008 09:36:18.0,images/scaled_cropped/00558.png
inuv 05/Feb/2008 09:39:57.0,images/scaled_cropped/00559.png
inuv 05/Feb/2008 09:40:09.0,images/scaled_cropped/00560.png
inuv 05/Feb/2008 09:40:42.0,images/scaled_cropped/00561.png
inuv 05/Feb/2008 09:45:42.0,images/scaled_cropped/00562.png
inuv 05/Feb/2008 09:46:24.0,images/scaled_cropped/00563.png
inuv 05/Feb/2008 09:53:03.0,images/scaled_cropped/00564.png
inuv 05/Feb/2008 09:53:15.0,images/scaled_cropped/00565.png
inuv 05/Feb/2008 09:56:24.0,images/scaled_cropped/00566.png
inuv 05/Feb/2008 09:58:06.0,images/scaled_cropped/00567.png
atha 28/Nov/2009 03:01:00.0,images/scaled_cropped/00568.png
atha 28/Nov/2009 03:05:57.0,images/scaled_cropped/00569.png
atha 28/Nov/2009 03:06:30.0,images/scaled_cropped/00570.png
atha 28/Nov/2009 03:09:15.0,images/scaled_cropped/00571.png
atha 28/Nov/2009 03:12:09.0,images/scaled_cropped/00572.png
atha 28/Nov/2009 03:12:27.0,images/scaled_cropped/00573.png
atha 28/Nov/2009 03:13:45.0,images/scaled_cropped/00574.png
atha 28/Nov/2009 03:14:18.0,images/scaled_cropped/00575.png
atha 28/Nov/2009 03:15:12.0,images/scaled_cropped/00576.png
atha 28/Nov/2009 03:19:42.0,images/scaled_cropped/00577.png
atha 28/Nov/2009 03:23:48.0,images/scaled_cropped/00578.png
atha 28/Nov/2009 03:24:48.0,images/scaled_cropped/00579.png
atha 28/Nov/2009 03:25:30.0,images/scaled_cropped/00580.png
atha 28/Nov/2009 03:26:00.0,images/scaled_cropped/00581.png
atha 28/Nov/2009 03:26:45.0,images/scaled_cropped/00582.png
atha 28/Nov/2009 03:32:42.0,images/scaled_cropped/00583.png
atha 28/Nov/2009 03:33:30.0,images/scaled_cropped/00584.png
atha 28/Nov/2009 03:36:06.0,images/scaled_cropped/00585.png
atha 28/Nov/2009 03:36:18.0,images/scaled_cropped/00586.png
atha 28/Nov/2009 03:39:57.0,images/scaled_cropped/00587.png
atha 28/Nov/2009 03:40:09.0,images/scaled_cropped/00588.png
atha 28/Nov/2009 03:40:42.0,images/scaled_cropped/00589.png
atha 28/Nov/2009 03:45:42.0,images/scaled_cropped/00590.png
atha 28/Nov/2009 03:46:24.0,images/scaled_cropped/00591.png
atha 28/Nov/2009 03:53:03.0,images/scaled_cropped/00592.png
atha 28/Nov/2009 03:53:15.0,images/scaled_cropped/00593.png
atha 28/Nov/2009 03:56:24.0,images/scaled_cropped/00594.png
atha 28/Nov/2009 03:58:06.0,images/scaled_cropped/00595.png
atha 18/Jan/2007 02:01:00.0,images/scaled_cropped/00596.png
atha 18/Jan/2007 02:05:57.0,images/scaled_cropped/00597.png
atha 18/Jan/2007 02:06:30.0,images/scaled_cropped/00598.png
atha 18/Jan/2007 02:09:15.0,images/scaled_cropped/00599.png
atha 18/Jan/2007 02:12:09.0,images/scaled_cropped/00600.png
atha 18/Jan/2007 02:12:27.0,images/scaled_cropped/00601.png
atha 18/Jan/2007 02:13:45.0,images/scaled_cropped/00602.png
atha 18/Jan/2007 02:14:18.0,images/scaled_cropped/00603.png
atha 18/Jan/2007 02:15:12.0,images/scaled_cropped/00604.png
atha 18/Jan/2007 02:19:42.0,images/scaled_cropped/00605.png
atha 18/Jan/2007 02:23:48.0,images/scaled_cropped/00606.png
atha 18/Jan/2007 02:24:48.0,images/scaled_cropped/00607.png
atha 18/Jan/2007 02:25:30.0,images/scaled_cropped/00608.png
atha 18/Jan/2007 02:26:00.0,images/scaled_cropped/00609.png
atha 18/Jan/2007 02:26:45.0,images/scaled_cropped/00610.png
atha 18/Jan/2007 02:32:42.0,images/scaled_cropped/00611.png
atha 18/Jan/2007 02:33:30.0,images/scaled_cropped/00612.png
atha 18/Jan/2007 02:36:06.0,images/scaled_cropped/00613.png
atha 18/Jan/2007 02:36:18.0,images/scaled_cropped/00614.png
atha 18/Jan/2007 02:39:57.0,images/scaled_cropped/00615.png
atha 18/Jan/2007 02:40:09.0,images/scaled_cropped/00616.png
atha 18/Jan/2007 02:40:42.0,images/scaled_cropped/00617.png
atha 18/Jan/2007 02:45:42.0,images/scaled_cropped/00618.png
atha 18/Jan/2007 02:46:24.0,images/scaled_cropped/00619.png
atha 18/Jan/2007 02:53:03.0,images/scaled_cropped/00620.png
atha 18/Jan/2007 02:53:15.0,images/scaled_cropped/00621.png
atha 18/Jan/2007 02:56:24.0,images/scaled_cropped/00622.png
atha 18/Jan/2007 02:58:06.0,images/scaled_cropped/00623.png
fsim 28/Nov/2009 13:01:00.0,images/scaled_cropped/00624.png
fsim 28/Nov/2009 13:05:57.0,images/scaled_cropped/00625.png
fsim 28/Nov/2009 13:06:30.0,images/scaled_cropped/00626.png
fsim 28/Nov/2009 13:09:15.0,images/scaled_cropped/00627.png
fsim 28/Nov/2009 13:12:09.0,images/scaled_cropped/00628.png
fsim 28/Nov/2009 13:12:27.0,images/scaled_cropped/00629.png
fsim 28/Nov/2009 13:13:45.0,images/scaled_cropped/00630.png
fsim 28/Nov/2009 13:14:18.0,images/scaled_cropped/00631.png
fsim 28/Nov/2009 13:15:12.0,images/scaled_cropped/00632.png
fsim 28/Nov/2009 13:19:42.0,images/scaled_cropped/00633.png
fsim 28/Nov/2009 13:23:48.0,images/scaled_cropped/00634.png
fsim 28/Nov/2009 13:24:48.0,images/scaled_cropped/00635.png
fsim 28/Nov/2009 13:25:30.0,images/scaled_cropped/00636.png
fsim 28/Nov/2009 13:26:00.0,images/scaled_cropped/00637.png
fsim 28/Nov/2009 13:26:45.0,images/scaled_cropped/00638.png
fsim 28/Nov/2009 13:32:42.0,images/scaled_cropped/00639.png
fsim 28/Nov/2009 13:33:30.0,images/scaled_cropped/00640.png
fsim 28/Nov/2009 13:36:06.0,images/scaled_cropped/00641.png
fsim 28/Nov/2009 13:36:18.0,images/scaled_cropped/00642.png
fsim 28/Nov/2009 13:39:57.0,images/scaled_cropped/00643.png
fsim 28/Nov/2009 13:40:09.0,images/scaled_cropped/00644.png
fsim 28/Nov/2009 13:40:42.0,images/scaled_cropped/00645.png
fsim 28/Nov/2009 13:45:42.0,images/scaled_cropped/00646.png
fsim 28/Nov/2009 13:46:24.0,images/scaled_cropped/00647.png
fsim 28/Nov/2009 13:53:03.0,images/scaled_cropped/00648.png
fsim 28/Nov/2009 13:53:15.0,images/scaled_cropped/00649.png
fsim 28/Nov/2009 13:56:24.0,images/scaled_cropped/00650.png
fsim 28/Nov/2009 13:58:06.0,images/scaled_cropped/00651.png
rank 02/Dec/2015 02:00:06.0,images/scaled_cropped/00652.png
rank 02/Dec/2015 02:01:00.0,images/scaled_cropped/00653.png
rank 02/Dec/2015 02:01:12.0,images/scaled_cropped/00654.png
rank 02/Dec/2015 02:05:57.0,images/scaled_cropped/00655.png
rank 02/Dec/2015 02:06:30.0,images/scaled_cropped/00656.png
rank 02/Dec/2015 02:09:06.0,images/scaled_cropped/00657.png
rank 02/Dec/2015 02:09:15.0,images/scaled_cropped/00658.png
rank 02/Dec/2015 02:11:54.0,images/scaled_cropped/00659.png
rank 02/Dec/2015 02:12:03.0,images/scaled_cropped/00660.png
rank 02/Dec/2015 02:12:09.0,images/scaled_cropped/00661.png
rank 02/Dec/2015 02:12:21.0,images/scaled_cropped/00662.png
rank 02/Dec/2015 02:12:27.0,images/scaled_cropped/00663.png
rank 02/Dec/2015 02:13:33.0,images/scaled_cropped/00664.png
rank 02/Dec/2015 02:13:45.0,images/scaled_cropped/00665.png
rank 02/Dec/2015 02:14:18.0,images/scaled_cropped/00666.png
rank 02/Dec/2015 02:14:33.0,images/scaled_cropped/00667.png
rank 02/Dec/2015 02:15:12.0,images/scaled_cropped/00668.png
rank 02/Dec/2015 02:15:51.0,images/scaled_cropped/00669.png
rank 02/Dec/2015 02:16:30.0,images/scaled_cropped/00670.png
rank 02/Dec/2015 02:18:24.0,images/scaled_cropped/00671.png
rank 02/Dec/2015 02:19:18.0,images/scaled_cropped/00672.png
rank 02/Dec/2015 02:19:42.0,images/scaled_cropped/00673.png
rank 02/Dec/2015 02:21:30.0,images/scaled_cropped/00674.png
rank 02/Dec/2015 02:22:57.0,images/scaled_cropped/00675.png
rank 02/Dec/2015 02:23:00.0,images/scaled_cropped/00676.png
rank 02/Dec/2015 02:23:48.0,images/scaled_cropped/00677.png
rank 02/Dec/2015 02:24:45.0,images/scaled_cropped/00678.png
rank 02/Dec/2015 02:24:48.0,images/scaled_cropped/00679.png
rank 02/Dec/2015 02:24:51.0,images/scaled_cropped/00680.png
rank 02/Dec/2015 02:25:30.0,images/scaled_cropped/00681.png
rank 02/Dec/2015 02:26:00.0,images/scaled_cropped/00682.png
rank 02/Dec/2015 02:26:45.0,images/scaled_cropped/00683.png
rank 02/Dec/2015 02:28:39.0,images/scaled_cropped/00684.png
rank 02/Dec/2015 02:28:51.0,images/scaled_cropped/00685.png
rank 02/Dec/2015 02:28:54.0,images/scaled_cropped/00686.png
rank 02/Dec/2015 02:29:24.0,images/scaled_cropped/00687.png
rank 02/Dec/2015 02:29:33.0,images/scaled_cropped/00688.png
rank 02/Dec/2015 02:29:51.0,images/scaled_cropped/00689.png
rank 02/Dec/2015 02:30:09.0,images/scaled_cropped/00690.png
rank 02/Dec/2015 02:30:42.0,images/scaled_cropped/00691.png
rank 02/Dec/2015 02:32:42.0,images/scaled_cropped/00692.png
rank 02/Dec/2015 02:33:30.0,images/scaled_cropped/00693.png
rank 02/Dec/2015 02:36:06.0,images/scaled_cropped/00694.png
rank 02/Dec/2015 02:36:18.0,images/scaled_cropped/00695.png
rank 02/Dec/2015 02:38:36.0,images/scaled_cropped/00696.png
rank 02/Dec/2015 02:39:00.0,images/scaled_cropped/00697.png
rank 02/Dec/2015 02:39:51.0,images/scaled_cropped/00698.png
rank 02/Dec/2015 02:39:57.0,images/scaled_cropped/00699.png
rank 02/Dec/2015 02:40:09.0,images/scaled_cropped/00700.png
rank 02/Dec/2015 02:40:27.0,images/scaled_cropped/00701.png
rank 02/Dec/2015 02:40:42.0,images/scaled_cropped/00702.png
rank 02/Dec/2015 02:41:39.0,images/scaled_cropped/00703.png
rank 02/Dec/2015 02:44:45.0,images/scaled_cropped/00704.png
rank 02/Dec/2015 02:45:06.0,images/scaled_cropped/00705.png
rank 02/Dec/2015 02:45:42.0,images/scaled_cropped/00706.png
rank 02/Dec/2015 02:46:24.0,images/scaled_cropped/00707.png
rank 02/Dec/2015 02:46:36.0,images/scaled_cropped/00708.png
rank 02/Dec/2015 02:48:48.0,images/scaled_cropped/00709.png
rank 02/Dec/2015 02:50:54.0,images/scaled_cropped/00710.png
rank 02/Dec/2015 02:51:15.0,images/scaled_cropped/00711.png
rank 02/Dec/2015 02:52:03.0,images/scaled_cropped/00712.png
rank 02/Dec/2015 02:53:03.0,images/scaled_cropped/00713.png
rank 02/Dec/2015 02:53:15.0,images/scaled_cropped/00714.png
rank 02/Dec/2015 02:54:57.0,images/scaled_cropped/00715.png
rank 02/Dec/2015 02:56:24.0,images/scaled_cropped/00716.png
rank 02/Dec/2015 02:56:36.0,images/scaled_cropped/00717.png
rank 02/Dec/2015 02:56:39.0,images/scaled_cropped/00718.png
rank 02/Dec/2015 02:56:57.0,images/scaled_cropped/00719.png
rank 02/Dec/2015 02:57:30.0,images/scaled_cropped/00720.png
rank 02/Dec/2015 02:58:06.0,images/scaled_cropped/00721.png
rank 02/Dec/2015 02:59:51.0,images/scaled_cropped/00722.png
pina 03/Jan/2013 12:01:00.0,images/scaled_cropped/00723.png
pina 03/Jan/2013 12:05:57.0,images/scaled_cropped/00724.png
pina 03/Jan/2013 12:06:30.0,images/scaled_cropped/00725.png
pina 03/Jan/2013 12:09:15.0,images/scaled_cropped/00726.png
pina 03/Jan/2013 12:12:09.0,images/scaled_cropped/00727.png
pina 03/Jan/2013 12:12:27.0,images/scaled_cropped/00728.png
pina 03/Jan/2013 12:13:45.0,images/scaled_cropped/00729.png
pina 03/Jan/2013 12:14:18.0,images/scaled_cropped/00730.png
pina 03/Jan/2013 12:15:12.0,images/scaled_cropped/00731.png
pina 03/Jan/2013 12:19:42.0,images/scaled_cropped/00732.png
pina 03/Jan/2013 12:23:48.0,images/scaled_cropped/00733.png
pina 03/Jan/2013 12:24:48.0,images/scaled_cropped/00734.png
pina 03/Jan/2013 12:25:30.0,images/scaled_cropped/00735.png
